-100  0.0
-99  0.0
-98  0.0
-97  0.0
-96  0.0
-95  0.0
-94  0.0
-93  0.0
-92  0.0
-91  0.0
-90  0.0
-89  0.0
-88  0.0
-87  0.0
-86  0.0
-85  0.07693762491357473
-84  0.08149758581082904
-83  0.004559963593633347
-82  0.0
-81  0.0
-80  0.0
-79  0.0
-78  0.0
-77  0.0
-76  0.0
-75  0.0
-74  0.0
-73  0.0
-72  0.08149758581082904
-71  0.08149758581082904
-70  0.0
-69  0.0
-68  0.0
-67  0.0
-66  0.0
-65  0.0
-64  0.0
-63  0.0
-62  0.0
-61  0.0
-60  0.0
-59  0.0
-58  0.0
-57  0.0
-56  0.0
-55  0.0
-54  0.0
-53  0.0
-52  0.08149758581082904
-51  0.08149758581082904
-50  0.0
-49  0.036479709288342585
-48  1.186565842680698
-47  4.812917523736168
-46  13.480185160051276
-45  34.733978862421075
-44  73.94285621505288
-43  128.0646283120983
-42  182.09859702388655
-41  224.84107094102885
-40  258.50811226492425
-39  280.4714219419801
-38  306.81124293262906
-37  345.85082145026433
-36  394.0347157352019
-35  463.6451918278162
-34  562.1695661897875
-33  676.7329540562895
-32  799.3850739484263
-31  929.4070169969332
-30  1025.2980654609935
-29  1049.0371436496514
-28  1042.4394300855638
-27  1044.227327798751
-26  1034.2117576954472
-25  1027.116905076943
-24  1026.9236385682948
-23  1028.6254741444584
-22  1024.626962140739
-21  1015.8834271783045
-20  1030.3647766362885
-19  1030.6685564093611
-18  1022.4322539497064
-17  1014.9453350852918
-16  1020.2369604071441
-15  1037.8044399612438
-14  1030.8731710066334
-13  1021.1709738148732
-12  1026.091585666031
-11  1019.1102470668703
-10  1022.4892870685903
-9  1026.2802002866715
-8  1017.8307326796594
-7  1027.7437624481518
-6  1023.2745759057924
-5  1027.3928221171886
-4  1024.974583638971
-3  1020.7823158610788
-2  1031.8208683869218
-1  1021.4548582625475
0  1019.3439713061723
1  1023.3759709395912
2  1024.0330931937738
3  1022.7844257277565
4  1021.96315544245
5  1024.0958539221567
6  1022.6396738165753
7  1027.4530768783613
8  1025.8254572495787
9  1020.1702115572992
10  1018.6462963397669
11  1022.1803827085381
12  1029.5987944596443
13  1024.3470547701577
14  1021.2690588514355
15  1022.7011843224452
16  1025.600947326908
17  1029.315583718448
18  1030.2273957366376
19  1025.3684810411771
20  1023.2904941540972
21  1016.5717928465091
22  1010.7046432737541
23  1023.506555134873
24  1032.2790937133998
25  1026.452317934098
26  1018.0599850541597
27  1028.1131015925832
28  1026.5658275356936
29  1024.5660215242833
30  1029.038599792206
31  1035.814151986598
32  1042.7523148360199
33  1047.1571646186133
34  1047.9308093781158
35  1004.080655157028
36  917.5351458841975
37  782.3612931929878
38  642.1283985359628
39  519.3833319997037
40  413.00676395649106
41  344.9635599587915
42  295.20336315104305
43  266.2772542278832
44  235.32864504882977
45  191.93254138293065
46  146.62609385148448
47  99.16664994770164
48  62.37873705154484
49  35.10324170957207
50  15.440105356820757
51  5.637595088938053
52  1.1369879998681993
53  0.2627326171997786
54  0.004559963593633347
55  0.0
56  0.0
57  0.0
58  0.0
59  0.0
60  0.0
61  0.0
62  0.0
63  0.0
64  0.0
65  0.0
66  0.0
67  0.0
68  0.0
69  0.0
70  0.0
71  0.0
72  0.0
73  0.0
74  0.0
75  0.0
76  0.0
77  0.0
78  0.0
79  0.0
80  0.0
81  0.0
82  0.0
83  0.0
84  0.0
85  0.0
86  0.0
87  0.0
88  0.0
89  0.0
90  0.0
91  0.0
92  0.0
93  0.0
94  0.0
95  0.0
96  0.0
97  0.0
98  0.0
99  0.0
100  0.0
