-100  0.0
-99  0.0
-98  0.0
-97  0.0
-96  0.0
-95  0.0
-94  0.0
-93  0.0
-92  0.0
-91  0.0
-90  0.0
-89  0.0
-88  0.0
-87  0.0
-86  0.0
-85  0.0
-84  0.0
-83  0.0
-82  0.0
-81  0.0
-80  0.0
-79  0.0
-78  0.0
-77  0.0
-76  0.0
-75  0.0
-74  0.0
-73  0.0
-72  0.0
-71  0.0
-70  0.0
-69  0.0
-68  0.0
-67  0.0
-66  0.0
-65  0.0
-64  0.0
-63  0.0
-62  0.0
-61  0.0
-60  0.0
-59  0.0
-58  0.0
-57  0.0
-56  0.0
-55  0.0
-54  0.0
-53  0.0
-52  0.0
-51  0.0
-50  0.0
-49  0.0
-48  0.8594264213371994
-47  8.762236391599194
-46  29.137717522089982
-45  81.29557374996426
-44  190.37269441695193
-43  367.6252693889349
-42  587.945500380612
-41  748.9994787305466
-40  832.5518216701552
-39  849.7500184061028
-38  813.2803087105623
-37  770.5524865287684
-36  686.0296307524443
-35  588.8106830750357
-34  460.17281752463987
-33  310.5964108702216
-32  186.87807109539727
-31  82.18986399834208
-30  24.448431530703825
-29  3.3115369077916403
-28  0.21713297910634188
-27  0.0
-26  0.0
-25  0.0
-24  0.0
-23  0.0
-22  0.0
-21  0.0
-20  0.0
-19  0.0
-18  0.0
-17  0.0
-16  0.0
-15  0.0
-14  0.0
-13  0.0
-12  0.0
-11  0.0
-10  0.0
-9  0.0
-8  0.0
-7  0.0
-6  0.0
-5  0.0
-4  0.0
-3  0.0
-2  0.0
-1  0.0
0  0.0
1  0.0
2  0.0
3  0.0
4  0.0
5  0.0
6  0.0
7  0.0
8  0.0
9  0.0
10  0.0
11  0.0
12  0.0
13  0.0
14  0.0
15  0.0
16  0.0
17  0.0
18  0.0
19  0.0
20  0.0
21  0.0
22  0.0
23  0.0
24  0.0
25  0.0
26  0.0
27  0.0
28  0.0
29  0.0
30  0.0
31  0.0
32  0.0
33  0.7057339816938029
34  6.803914352699563
35  40.32839806140833
36  120.78814746435152
37  239.902949405497
38  384.9622049296392
39  543.938009742667
40  679.9466499217783
41  782.5024766687097
42  852.5988039189251
43  880.4955522967423
44  868.6478506800108
45  791.8534077206364
46  660.089091845859
47  474.8582359880928
48  277.6659496812846
49  137.19336503126286
50  51.13722866315049
51  14.1371890836404
52  4.46510431942685
53  1.2031969898720791
54  0.08594264213371992
55  0.0
56  0.0
57  0.0
58  0.0
59  0.0
60  0.0
61  0.0
62  0.0
63  0.0
64  0.0
65  0.0
66  0.0
67  0.0
68  0.0
69  0.0
70  0.0
71  0.0
72  0.0
73  0.0
74  0.0
75  0.0
76  0.0
77  0.0
78  0.0
79  0.0
80  0.0
81  0.0
82  0.0
83  0.0
84  0.0
85  0.0
86  0.0
87  0.0
88  0.0
89  0.0
90  0.0
91  0.0
92  0.0
93  0.0
94  0.0
95  0.0
96  0.0
97  0.0
98  0.0
99  0.0
100  0.0
