0 0
5 0.00392157
10 0.00588235
15 0.00833333
20 0.0230392
25 0.0318627
30 0.0529412
35 0.0666667
40 0.0803922
45 0.0794118
50 0.0710784
55 0.0691176
60 0.0553922
65 0.0544118
70 0.0544118
75 0.0519608
80 0.0411765
85 0.0362745
90 0.0318627
95 0.0220588
100 0.0196078
105 0.0181373
110 0.020098
115 0.0107843
120 0.0142157
125 0.0176471
130 0.0107843
135 0.00392157
140 0.00784314
145 0.00490196
150 0.00294118
155 0.000980392
160 0.00588235
165 0.00784314
170 0.00735294
175 0.00637255
180 0.000490196
