0.0     0.0
0.5     0.0
1.0     0.0
1.5     0.0
2.0     0.0
2.5     0.0
3.0     0.0
3.5     4.936316456932367
4.0     39.45730612399869
4.5     15.66479410419174
5.0     7.039612040218235
5.5     5.936583432888587
6.0     7.193893012258553
6.5     6.461075042346604
7.0     4.510078268784132
7.5     4.001248346584971
8.0     4.0919390952971115
8.5     3.877012902929305
9.0     3.36926606789948
9.5     3.075855199498497
10.0     2.828774307698404
10.5     2.8917917664963615
11.0     2.973264728032668
11.5     3.0740978200759668
12.0     3.11125129031527
12.5     3.323865101867095
13.0     3.467854609453666
13.5     3.384170743060983
14.0     3.571610465471828
14.5     3.4477045813430887
15.0     3.4646211398029174
15.5     3.4310622147248684
16.0     3.286079239180391
16.5     3.3290115591815255
17.0     3.3137587915225346
17.5     3.2041619743697
18.0     3.0829292993001958
18.5     2.9528521851815843
19.0     2.879545729191968
19.5     2.596448856093643
20.0     2.477752035291419
20.5     2.3772842537231553
21.0     2.3850372099498696
21.5     2.221629606893197
22.0     2.1343206124088936
22.5     2.1268926043344645
23.0     2.075044267654339
23.5     2.0116671362775747
24.0     2.0160467855150412
24.5     1.941844908741561
25.0     1.9008857759770237
25.5     1.8440527479725362
26.0     1.8112509359674087
26.5     1.7980153390850988
27.0     1.7026638245988408
27.5     1.7190177758861473
28.0     1.6565621327924207
28.5     1.5982021285438017
29.0     1.5804553851207794
29.5     1.5318412252681846
